Company Name,Latitude,Longitude,Address,City,State,Country,Industry,Revenue,Website,Phone,Email,Potential,Company Type,Product Category,Product Name,Employee,Employee Details
adele apparel pvt ltd,23.3609138,88.137679,Madhyamgram Monteswar Bhagra Bhagra-713422 Bardhman West Bengal,,West Bengal,India,Textile,,no website,0-90076 39512 /0-6289563404,adeleapparel@gmail.com,,,,,"""""",
adhilakshmi spinning mills pvt ltd,10.9435633,77.1974278,"Survey No. 149/A, Mallegoundenpalayam, Karadivavi Tiruppur-641658 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,no website,04255-264211,adhilakshmispg@gmail.com,,,,,"""person 1 name=Somanur Karuppusamy Subramaniam, person 1 role=Director, person 1 number=, person 1 email=adhilakshmispg@gmail.com""",
adig jemtex pvt ltd,25.2247623,74.6312596,"E-372 - 374, RIICO Growth Centre, Swaroopganj Bhilwara-311001 Girwa Udaipur Rajasthan",Gwarari,Rajasthan,India,Textile,,no website,0-94141 41694 /96801 48065,aartisuitings@gmail.com,,,,,"""""",
adilakshmi spinning mills pvt ltd,11.2427777,76.9586532,"Survey No. 149-A, Mallegoundenpalayam Kamanaickenpalayam Road, Karamdai P.O. Mallegoundenpalayam- Palladam Coimbatore Tamil Nadu",Karamadai,Tamil Nadu,India,Textile,,no website,0-99655 26255,adhilakshmispg@gmail.com,,,,,"""person 1 name=P K Ramasamy, person 1 role=, person 1 number=0-99655 26255, person 1 email=""",
adisankara spinning mills pvt ltd,11.0977703,77.3392288,"207 Mangalam Road, Tirupur Tirupur-641604 Coimbatore Tamil Nadu",Tiruppur,Tamil Nadu,India,Textile,,https://www.akshera.com,0421 4310337 / 2205031 - 35/0-70949 14490,ssmgroup@gmail.com info@adisankara.in,,Manufacturer,Yarn,"Single Yarn (Ne. 20, 40, 50, 60 Combed Hsy Yarn in grey form for both Knitting & weaving use)|Cotton Mix Yarns (Indian, West African, Giza Blend, 100% Giza, 100% Pima)|Gassed Yarns|Gassed Mercerized Yarns","""person 1 name=Kandaswamy Shanmugavel, person 1 role=Director, person 1 number=, person 1 email=ssmgroup@gmail.com, person 2 name=M Saravanan, person 2 role=, person 2 number=0-97868 60011, person 2 email=""",
aditya birla fashion and retail ltd,19.1284994,72.9252816,"Piramal Agastya Corporate Park, Building 'A', 4th and 5th Floor, Unit N L.B.S. Road, Kurla, Mumbai-400059 Mumbai Maharashtra",Mumbai,Maharashtra,India,Textile,,https://www.abfrl.com,0-86529 05000/86529 05400/50245000,customerservice@abfrl.adityabirla.com geetika.anand@adityabirla.com,,Fashion Conglomerate|Retailer|Manufacturer,Apparel|Accessories|Footwear|Home Textiles|Jewelry|Grooming,"Apparel|Accessories|Footwear|Bags|Shoes|Innerwear (Men's, Women's)|Athleisure (Men's, Women's)|Deodorants|Handcrafted Apparel|Jewelry|Home Textiles|Accents","""person 1 name=Ashish Dikshit, person 1 role=irector, person 1 number=, person 1 email=geetika.anand@adityabirla.com, person 2 name=Goverdhan Gupta, person 2 role=, person 2 number=0-97142 92111, person 2 email=goverdhan.gupta@adityabirla.com""",
aditya non woven fabrics pvt ltd,28.7981626,76.152054,"Plot No-18, Sec- 21 Industrial Area, Bhiwani Bhiwani-127021 Bhiwani Haryana",Bhiwani,Haryana,India,Textile,,https://www.adityanonwovenfabric.com/,0-92157 21001 /0-92156 20000 /0-87708 21349 / 01664-248400,cosmos_nw@yahoo.co.in,,Manufacturer|Exporter|Supplier,Non Woven Fabric|Non Woven Carry Bags|Face Mask,Non Woven Fabric (10GSM to 250 GSM)|PP Non Woven Fabric|PP Spunbonded Nonwoven Fabric|PP Spund Bond Non Woven Fabric|Spunbond Non Woven Fabric|Non Woven Jumbo Roll|20 gsm nonwoven fabric|80 inches Nonwoven Fabrics|63 inches Nonwoven Fabrics|Melt Blown Non Woven Fabric|Laminated Non Woven Fabric|Breathable fabric|PP Non Woven Carry Bags|Non Woven D Cut Bags|3 Ply Surgical face Mask|Soft Ear Loop Face Mask,"""person 1 name=Ketan Navinchandra Parikh, person 1 role=Director, person 1 number=, person 1 email=cosmos_nw@yahoo.co.in""",
aditya spinners ltd,13.5910574,79.7231612,"Perindesam Village Ragigunta P.O., KVB Putram Mandal Ragigunta- KVB Puram Chitoor Andhra Pradesh",Perindesam,Andhra Pradesh,India,Textile,,http://www.adityaspinners.net,0-98491 98960,aslhyd9@gmail.com,,Manufacturer|Textile Mill,Yarn|Synthetic Blended Textiles,Yarn|Synthetic Blended Yarn,"""person 1 name=P Sudhakar Reddy, person 1 role=, person 1 number=0-98491 98960, person 1 email=, person 2 name=Siva Kumar Ramaswami, person 2 role=Director, person 2 number=, person 2 email=aslhyd9@gmail.com""",
aditya translink pvt ltd,22.5748368,88.3509948,"9, Maharana Pratap Sarani 3rd Floor, Kolkata-700001 West Bengal",Kolkata,West Bengal,India,Textile,,https://www.atpljute.com,033-2230-5897/4873 /4012 3123,adityatrans@gmail.com,,Manufacturer,Jute Fabrics|Jute Bags|Jute Yarn|Jute Twines,"Hessian (cloth, canvas, tarpaulin, DW canvas in various widths/weights)|Sacking (A.Twill, B.Twill, Hy.Cees, D.W.Flour bags)|Yarn|Twines","""person 1 name=Pawan Kumar Agarwal, person 1 role=Director, person 1 number=, person 1 email=adityatrans@gmail.com""",
adore suitings pvt ltd,25.3407651,74.6391986,"155, Nagori Garden, New Cloth Market Bhilwara-311001 Girwa Udaipur Rajasthan",Bhilwara,Rajasthan,India,Textile,,no website,01482-247387 /260578 /0-94141 14787,admire111@rediffmail.com,,,,,"""person 1 name=Abhay Kumar Gokharu, person 1 role=Director, person 1 number=, person 1 email=admire111@rediffmail.com""",
advaith textiles ltd,11.0134751,77.0116525,"Advaitham, 114-A Senthottam Sowripalayam P.O. Sowripalayam-641028 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,https://www.adwaithlakshmi.in,0422-2319 841 / 2319 861 / 2318 003 / 0-98422 96723,s.paul@adwaithlakshmi.in k.venkat@adwaithlakshmi.in / mktg@adwaithtextiles.in,,Manufacturer,Cotton Textile Spinning|Home Textiles,Terry Towels|Bath Robes|Bath Mats|Blankets|Piece Dyed Towels|Yarn Dyed Towels (dobby and Jacquard),"""person 1 name=Uttara Ravi, person 1 role=Director, person 1 number=, person 1 email=s.paul@adwaithlakshmi.in, person 2 name=Ramakrishnan Nagaraj, person 2 role=Director, person 2 number=98422 96723, person 2 email=, person 3 name=V Chandra Sekaran, person 3 role=, person 3 number=0-87540 06388, person 3 email=""",
adwaith lakshmi industries pvt ltd,11.0134751,77.0116525,"114 A, Senthottam, Sowripalayam, Sowripalayam-641028 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,https://www.adwaithlakshmi.in,0422-2319841 / 2319861,customerservice@adwaithlakshmi.in adwaitham@adwaithlakshmi.in,,Manufacturer,Cotton Textile Spinning|Home Textiles,Terry Towels|Bath Robes|Bath Mats|Blankets|Piece Dyed Towels|Yarn Dyed Towels (dobby and Jacquard),"""""",
aerospace materials pvt ltd,10.7475647,77.0105423,"S.F.No.249/3B, Mettupalayam Village, Kovilpalayam, Pollachi, Mettupalayam-642110 Pollachi Coimbatore Tamil Nadu",Soolakkal,Tamil Nadu,India,Textile,,http://www.aerospacematerials.in/,,ampl@aerospacematerials.co.in info@aerospacematerials.co.in,,,,,"""""",
aesthetic living merchants pvt ltd,28.3537578,76.9282865,Plot No. 130 IMT Manesar Gurgaon-122050 Gurgaon Haryana,Manesar,Haryana,India,Textile,,https://aestheticliving.in/,0-99105 62364 /011-4366 043 /0-98184 17197/0124-479 6500,accounts@abia.in info@abia.in,,,,,"""person 1 name=Nitin Jain, person 1 role=Director, person 1 number=, person 1 email=accounts@abia.in""",
afflatus international,28.446629,77.0261379,"Plot No. 9, Block A, Sector 33 & 34 Infocity, Delhi Jaipur Highway Gurgaon-122001 Gurgaon Haryana",Gurugram,Haryana,India,Textile,,http://afflatusinternational.com/,0124-4106497 /011 4161 0476,info@afflatusgroup.com,,,,,"""""",
agarpara jute mill,22.5442299,88.3597813,"21A, 3rd floor, Shakespeare Sarani Road Kolkatta-700017 West Bengal",Kolkata,West Bengal,India,Textile,,no website,033 4022 9700 / 22421607,ajmltd@rediffmail.com,,,,,"""""",
aggarsain fibres ltd,30.156468,76.2034241,"Main Road, Samana Samana-147101 Patiala Punjab",Asmanpur,Punjab,India,Textile,,http://www.aggarasain.com/,0-98888 61044 /01764-225642/0-9855721419,aflgroup011@gmail.com aggarwalfibres@gmail.com,,,,,"""person 1 name=Sanjeev Kumar Garg, person 1 role=Director, person 1 number=, person 1 email=aflgroup011@gmail.com, person 2 name=Ajay Kumar Gupta, person 2 role=, person 2 number=0-98120 00261, person 2 email=""",
aggarwal fibres pvt ltd,29.2886598,77.046451,"Passina Kalan Road Near Vikas Spinning Mill, Beholi Beholi-132101 Panipat Haryana",,Haryana,India,Textile,,http://www.aggarwalfibres.com/,0-98120 00261,aggarwalfibres@gmail.com,,,,,"""person 1 name=Ajay Kumar Gupta, person 1 role=, person 1 number=0-98120 00261, person 1 email=, person 2 name=Naveen Kumar, person 2 role=Director, person 2 number=, person 2 email=aggarwalfibres@gmail.com""",
aglon industries pvt ltd,21.1834631,72.8304702,"A-Wing, 901-902, 9th Floor, International Commerce Center, Ring Road, Surat-395002 Surat Gujarat",Surat,Gujarat,India,Textile,,http://www.aglonindustries.com/,0-98251 19229 /0-98795 63639/0-98251 20043/9875166595,sales@aglon.in marketing@aglon.in,,,,,"""person 1 name=Mr. Vishnu Goenka, person 1 role=, person 1 number=0-98251 19229, person 1 email=, person 2 name=Mr. Pradeep Agarwal, person 2 role=, person 2 number=0-98251 20043, person 2 email=, person 3 name=Mr. Vinay Agarwal, person 3 role=, person 3 number=0-98251 20012, person 3 email=, person 4 name=Mr. Abhishek Goenka, person 4 role=, person 4 number=0-98256 13131, person 4 email=""",
agm textiles pvt ltd,22.6197034,75.6895971,Plot No. 11-H Pithampur Pithampur-454775 Dhar Madhya Pradesh,Pithampur,Madhya Pradesh,India,Textile,,no website,0-7566929929 /9425066822,info@agmtextiles.com,,,,,"""""",
agrawal cot spin pvt ltd,22.261484,73.7389596,"Modasar Road, Modasar, Near Hanuman Temple Bodeli-391135 Vadodara Gujarat",Bodeli,Gujarat,India,Textile,,no website,0-98249 44400,acpl96@gmail.com,,,,,"""person 1 name=Jatin Agrawal, person 1 role=Director, person 1 number=0-98249 44400, person 1 email=, person 2 name=Jigneshbhai Maheshbhai Agrawal, person 2 role=Director, person 2 number=, person 2 email=acpl96@gmail.com""",
agson global pvt ltd,28.5384713,77.2899547,"JA-1218-1225, 12th floor, DLF Tower ""A"", Jasola, New Delhi-110025 Delhi Delhi",Delhi,,India,Textile,,https://agsonglobal.com/,011-42224900,ps@agsonglobal.com info@agsonglobal.com himanshu@agsonglobal.com / tapanapreshgarg@agsonglobal.com,,Manufacturer,Aroma Ingredients|Aroma Chemicals,CIS-3-Hexenol|Leaf Alcohol|Chandanol AG|Bacdanol|Sandacore AG|Sandal Mysore Core|Bio Synthetic Cis-3 Hexenol|Derivatives of Cis-3 Hexenol,"""person 1 name=Himanshu Garg, person 1 role=Director, person 1 number=011-42224900, person 1 email=himanshu@agsonglobal.com""",
ahill exports pvt ltd,11.1085473,77.3570415,"24 Anna Nagar , Tirupur Tirupur-641601 Erode Tamil Nadu",,Tamil Nadu,India,Textile,,no website,0421 7104600,,,,,,"""""",
ahitri spinning mills pvt ltd,22.583004,72.3599709,Plot No. 510 Dholi Village Dholi Karati Road Dholi-382240 Ahmedabad Gujarat,,Gujarat,India,Textile,,no website,0-98251 14299,asmpl27@gmail.com premierspintex@gmail.com,,,,,"""person 1 name=Gautam Chand Surana, person 1 role=, person 1 number=98251 14299, person 1 email=, person 2 name=Priyank Gautamchand Surana, person 2 role=Director, person 2 number=, person 2 email=premierspintex@gmail.com""",
ahuja cotspin pvt ltd,30.9430151,75.8857892,"Lakhwol Village, Rahon Road Maachiwara Ludhiana-141008 Ludhiana Punjab",Ludhiana,Punjab,India,Textile,,no website,8872085030 /0161-5069630,info@ahujacotspin.com,,,,,"""person 1 name=Shambhu Kumar Singh, person 1 role=Director, person 1 number=8872085030, person 1 email=""",
ahuja synfab pvt ltd,19.287431,73.1124164,"D1/D2, Raj Laxmi Hitech Park, Bombay Nasik Bypass, Bhiwandi, Bhiwandi-421302 Thane Thane Maharashtra",,Maharashtra,India,Textile,,no website,022-281257 /281258 /0-97667 73366/0-98606 07838,finnaspl@gmail.com,,,,,"""person 1 name=Rajendra Mahesh Ahuja, person 1 role=Director, person 1 number=, person 1 email=finnaspl@gmail.com""",
ainkyatara soot girani ltd,17.6806608,74.0042625,"Gat No. 224, Shahunagar Walse Satara Shahunagar,-415519 Satara Maharashtra",Satara,Maharashtra,India,Textile,,no website,0-9112288011,,,,,,"""person 1 name=Sanjay Pandurang Kulkarni, person 1 role=, person 1 number=0-9112288011, person 1 email=""",
ajanta universal fabrics ltd,17.371022,74.1328046,"Plot No. B-60 to B-63, B-71 & B-177, Tasawade MIDC, Post - Umbraj Umbraj-415109 Satara Maharashtra",,Maharashtra,India,Textile,,no website,02164-258205 /0-90110 24764,contact@aufl.in,,,,,"""person 1 name=Mukund Telang, person 1 role=Vice President, person 1 number=98694 78247, person 1 email=, person 2 name=Avinash Kulkarni, person 2 role=, person 2 number=90110 24764, person 2 email=""",
ajay cotspin industries,23.5899459,72.3715612,"Plot No: I-143, Phase-1, GIDC, Gujarat Samachar Street, Mehsana Mahesana-384002 Mehsana Gujarat",Prabhunagar,Gujarat,India,Textile,,no website,0-98258 20800 /0-99090 13468,info@ajaycotspin.com,,,,,"""""",
ajay india ltd,24.585445,73.712479,New Cloth Market Pur Road Bhilwara-311001 Girwa Udaipur Rajasthan,Udaipur,Rajasthan,India,Textile,,https://ajayindia.com/,01482 246 109,wiprobhl@rediffmail.com,,Manufacturer|Supplier|Exporter|Service,Dairy Equipment|Food Processing Equipment|Pharmaceutical Equipment|Chemical Plant Equipment|Consultancy Services,Milk Processing Plants|Food Processing Equipments|Bulk Milk Coolers,"""person 1 name=Rameshwar Lal Kabra, person 1 role=Director, person 1 number=, person 1 email=wiprobhl@rediffmail.com""",
ajay knitwear and fabrics pvt ltd,30.9535183,75.8897704,"41/12, Village Bajra, Rahon Road, Ludhiana-141007 Ludhiana Punjab",Bajrah,Punjab,India,Textile,,no website,"0161-2691656, 2690519, 2691657,3091066 /0-98780 59577",info@ajayknitwears.com,,,,,"""person 1 name=Vineet Jain, person 1 role=Director, person 1 number=, person 1 email=info@ajayknitwears.com""",
akash fashion prints pvt ltd,22.9604973,72.5596027,"Plot No 238, Saijpur Gopalpur Road, Narol, Narol-382405 Ahmedabad Gujarat",Piplaj,Gujarat,India,Textile,,no website,079-2571 4823 /2571 0744,akash5500@yahoo.co.in,,,,,"""person 1 name=Devendra Kumar Sharma, person 1 role=Director, person 1 number=, person 1 email=akash5500@yahoo.co.in""",
akash spinning mills,29.3904408,76.9637478,Shiv Nagarkrishnpura Panipat-132103 Panipat Haryana,Panipat,Haryana,India,Textile,,no website,0-92159 00208,rajivgroup12@yahoo.com,,,,,"""""",
akct chidambaram cotton mills pvt ltd,12.9443203,80.1371057,"No 1 Post Box No 6, Jagampet Gardens Street, Near Indira Mill, Chrompet, Chennai-600044 Chennai Tamil Nadu",,Tamil Nadu,India,Textile,,no website,9444399990,sicml2007@gmail.com,,,,,"""person 1 name=Chidambaram Aparna, person 1 role=Director, person 1 number=, person 1 email=sicml2007@gmail.com""",
akr industries pvt ltd,11.1551207,77.3481397,"2/385 G, Mummoorthy Nagar, P.N.Road Tirupur North-641602 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,no website,98650 06000,info@akrind.com corporate@akrind.com,,,,,"""person 1 name=Kalimuthu Loganathan, person 1 role=Director, person 1 number=, person 1 email=corporate@akrind.com""",
akriti apparels pvt ltd,28.3614261,77.3152342,"Plot No. 9, Sector 27A, Mathura Road Faridabad-121001 Faridabad Haryana",Faridabad,Haryana,India,Textile,,no website,0129-4041111 /4041477 ext 104,mohan@akriti.biz,,,,,"""""",
akshar fabrics pvt ltd,21.6259315,73.045681,"Plot No. 306, 401/B, Opp Old Fire Station GIDC Ankleshwar-393002 Bharuch Gujarat",,Gujarat,India,Textile,,no website,02646-247729/394064 /0-98241 46993,aksharfabricspvtltd306@gmail.com,,,,,"""person 1 name=Zuber Abdulgani Rangrej, person 1 role=Director, person 1 number=, person 1 email=aksharfabricspvtltd306@gmail.com""",
akshar spintex pvt ltd,22.2892149,70.7710566,"C-704, The Imperial Heights, Opp. Big Bazaar, 150 feet Ring Road, Rajkot-360050 Rajkot Gujarat",,Gujarat,India,Textile,,http://www.aksharspintex.com/,0-7574887001,aksharspintex@gmail.com sales@aksharspintex.in info@aksharspintex.in,,,,,"""person 1 name=Vipul Vallabhbhai Patel, person 1 role=Director, person 1 number=, person 1 email=info@aksharspintex.in""",
akshara garments pvt ltd,11.0991466,77.3423917,"No: 10 Mangalam Road, Diamond Theatre Backside Tirupur-641604 Coimbatore Tamil Nadu",Tiruppur,Tamil Nadu,India,Textile,,no website,"0421-2240831, 2248831 /0-9750977021 / 2234545 / 9942232353",info@aksharagarments.com am@aksharagarments.com/accounts@aksharagarments.com,,,,,"""""",
akshara spinning mills pvt ltd,11.0990659,77.3195278,"10 A Mangalam Road, Tirupur-641601 Erode Tamil Nadu",Tiruppur,Tamil Nadu,India,Textile,,no website,0421-2248831 / 9750977021/9750977015,info@aksharatextiles.com,,,,,"""person 1 name=Krishnasamy Ramesh Krishnan Sakkthi Ni, person 1 role=Director, person 1 number=, person 1 email=info@aksharatextiles.com""",
akshay spinning mills,29.3731433,76.9600093,Gohana Road Near Manchanda Dharam Kanta Panipat-132103 Panipat Haryana,Panipat,Haryana,India,Textile,,no website,0180-2659022 / 0-98961 00005,,,,,,"""person 1 name=Sanjay Garg, person 1 role=, person 1 number=98961 00005, person 1 email=""",
alagappa textile mills,10.4339674,76.2725314,"Alagappa Nagar, Thrissur, Alagappanagar-680302 Thrissur Kerala",Puthukkad,Kerala,India,Textile,,no website,0480-2751340 /0-98941 90532,alagappatextiles@yahoo.com,,,,,"""person 1 name=S Dakshinamurthy, person 1 role=, person 1 number=98941 90532, person 1 email=""",
alagendran spinning mills pvt ltd,10.0290163,77.4805826,"221, Periyakulam Road Theni Theni-625331 Madurai Tamil Nadu",Theni,Tamil Nadu,India,Textile,,no website,0-99524 30502,textiles@alagendran.com ho@alagendran.com mill@alagendran.com,,,,,"""person 1 name=Sasikumar, person 1 role=Manager-Production, person 1 number=0-99524 30502, person 1 email=, person 2 name=Murugeson Vasantakumari, person 2 role=Director, person 2 number=, person 2 email=mill@alagendran.com, person 3 name=Alagendran Murugeson, person 3 role=Director, person 3 number=, person 3 email=textiles@alagendran.com, person 4 name=B Ramesh Babu, person 4 role=Manager-Accounts, person 4 number=0-99524 30500, person 4 email=, person 5 name=S.Muthu Singan, person 5 role=Manager-Maintenance, person 5 number=0-99524 30501, person 5 email=, person 6 name=S Saravanan, person 6 role=Manager, person 6 number=0-9952430504, person 6 email=""",
alamelu balaji spinning mills pvt ltd,11.2327701,77.14592,"Kanjappalli Post, Annur Annur-641653 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,no website,0422-4262049 /9842262685,alamelu_balaji@yahoo.com,,,,,"""""",
aland spinners pvt ltd,11.3863743,77.7355453,"Survey No. 191/1B, Karratangkadu Thottam Makkripalayam, Sowthapuram Pallipalayam-638007 Erode Tamil Nadu",Kaliyanur,Tamil Nadu,India,Textile,,no website,0-93620 23111,alandspinners@gmail.com,,,,,"""person 1 name=Natesan Gandhimathy, person 1 role=Director, person 1 number=, person 1 email=alandspinners@gmail.com""",
alaska fabtech pvt ltd,30.5874925,76.8540898,"Village: Kuranwala, Barwala Road, Derabassi Derabassi-140507 Patiala Punjab",Dera Bassi,Punjab,India,Textile,,no website,01762-285409,info@alaskafabtech.com dalmiabathinda@gmail.com,,,,,"""person 1 name=Pawan Kumar Bansal, person 1 role=Director, person 1 number=, person 1 email=dalmiabathinda@gmail.com""",
alcis sports pvt ltd,28.5341192,77.4051592,"B-59, Hosiery Complex, Phase 2 Extn, Noida-201305 Gautam Buddha Nagar Uttar Pradesh",Noida,Uttar Pradesh,India,Textile,,https://alcissports.com/,0-9560 600 637,info@alcissports.com roshan@paragonapparels.com,,Manufacturer|Retailer,Sportswear|Gym Clothing|Men's Apparel|Women's Apparel|Kids' Apparel|Athleisure|Sustainable Clothing,Pullovers|Hoodies|Sweatshirts|T-shirts|Tracksuits|Track Pants|Joggers|Shorts|Polos|Singlets|Jackets|Sports Bras|Dresses|Skirts|Tights|Capri|Crop Tops|Leggings|Tank Tops,"""""",
